report_id,report_type,timestamp,location,department,equipment,raw_text,cleaned_text,metadata,sif_label,hazard_category,severity,immediate_action,intervention,corrective_action,preventive_action,work_stopped
e24bcebe-aead-414f-99a5-a236ce70d837,Unsafe Condition,,Unit A,,Pump,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,LOW,reported to supervisor,,replaced equipment,,False
cb0efa67-5fed-4646-a3fb-09c55722c465,Unsafe Condition,,Refinery Sector 4,,Valve,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Working at Height,LOW,,colleague intervened,cleaned up,,False
730e7f4a-8884-46b4-a701-6ee635dd1f27,Unsafe Condition,,Unit B,,Compressor,Small oil spill near Compressor at Unit B. Cleaned up promptly.,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Electrical,MEDIUM,reported to supervisor,,replaced equipment,updated procedures,True
3dd85a52-3c92-4efe-adaf-53c7a2dbb42c,Unsafe Condition,,Offshore Platform 1,,Valve,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Manual Handling,MEDIUM,,colleague intervened,replaced equipment,,True
ae198db7-6e6d-41bd-9d96-802327581e20,Unsafe Condition,,Offshore Platform 1,,Valve,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Manual Handling,MEDIUM,,colleague intervened,replaced equipment,,True
ff55e2ef-d019-44c3-9917-60237cf023a6,Unsafe Condition,,Unit B,,Heat Exchanger,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Working at Height,LOW,,colleague intervened,replaced equipment,updated procedures,False
bc7e8427-4bc2-4a2d-b888-6be03081be0a,Unsafe Condition,,Offshore Platform 1,,Electrical Panel,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,{},NO,Pressure,LOW,stopped work,colleague intervened,,retrained staff,True
a670f5f0-4264-4c2d-acad-ca8e670c801f,Unsafe Condition,,Offshore Platform 1,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Pressure,LOW,,,cleaned up,updated procedures,True
57954027-ccff-4eda-92a2-fe080a077821,Unsafe Act,,Unit A,,Pump,,,{},NO,Energy Isolation,MEDIUM,,colleague intervened,,updated procedures,True
b635ff5f-541d-47ed-907c-1aa5740c38f6,Unsafe Act,,Unit A,,Pump,,,{},NO,Energy Isolation,MEDIUM,,colleague intervened,,updated procedures,True
d4c9d91b-c169-49a1-89e2-83126691c776,Unsafe Condition,,Unit B,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,{},NO,Slips/Trips,LOW,reported to supervisor,colleague intervened,replaced equipment,updated procedures,True
fcf5611a-4bf3-4121-97d8-2dac42f8bd9d,Unsafe Condition,,Refinery Sector 4,,Pump,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Electrical,LOW,,supervisor intervened,,retrained staff,
0894ac91-ce7b-4e7a-a5a3-444924d8c8ef,Unsafe Condition,,Unit A,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,stopped work,,,updated procedures,False
8dd6526f-c77c-43ac-b98f-6724d1b19747,Unsafe Condition,,Unit A,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,stopped work,,,updated procedures,False
c1444282-0bf4-4a22-9bf0-68fda688f046,Unsafe Condition,,Refinery Sector 4,,Valve,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,{},NO,Confined Space,LOW,,colleague intervened,replaced equipment,updated procedures,True
fb9a1bb9-8129-4734-9289-e71953f1da51,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Electrical,LOW,reported to supervisor,supervisor intervened,replaced equipment,,True
c5750333-8fba-45b9-910f-44c4e5b7a0e2,Unsafe Act,,Unit B,,Valve,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Manual Handling,MEDIUM,,,,,
c5ef1135-d02b-47e0-9448-f498a74652a8,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Electrical,MEDIUM,,,cleaned up,retrained staff,True
798f1839-31c1-4d9b-bb7f-c2212972908d,Unsafe Condition,,Unit B,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,LOW,stopped work,supervisor intervened,cleaned up,,True
821a728f-37b6-4d4d-8fdf-1435f5650138,Near Miss,,Offshore Platform 1,,Compressor,Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,{},YES,Energy Isolation,HIGH,,,cleaned up,,False
12bfd1be-3972-4fed-9611-b776c1d84439,Unsafe Act,,Unit B,,Pump,<div><p>Worker observed not wearing safety glasses at Unit B.</p></div>,Worker observed not wearing safety glasses at Unit B.,{},NO,Pressure,LOW,reported to supervisor,colleague intervened,replaced equipment,,True
cf390b7c-de39-477a-a1bc-45630e62a99c,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Manual Handling,MEDIUM,reported to supervisor,colleague intervened,,updated procedures,False
6b54425f-4f16-40de-b28a-d5801ee63960,Unsafe Condition,,Unit A,,Pump,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,MEDIUM,,colleague intervened,,updated procedures,True
aeb06bb2-2716-42ae-b271-001bae298743,Unsafe Condition,,Offshore Platform 1,,Electrical Panel,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Electrical,MEDIUM,reported to supervisor,colleague intervened,replaced equipment,retrained staff,False
56f2bf35-bd8c-44dc-b00a-b33fb34a74e5,Unsafe Condition,,Unit B,,Compressor,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Working at Height,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,False
aeeae45d-482c-4712-9026-320845ab7245,Unsafe Condition,,Unit A,,Pump,Small oil spill near Pump at Unit A. Cleaned up promptly.,Small oil spill near Pump at Unit A. Cleaned up promptly.,{},NO,Electrical,LOW,reported to supervisor,,replaced equipment,retrained staff,
82297ee6-a5fa-489e-b8f9-0e5e46be992e,Unsafe Condition,,Refinery Sector 4,,Electrical Panel,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,{},NO,Working at Height,LOW,reported to supervisor,colleague intervened,cleaned up,updated procedures,
844069c8-c850-4405-bd6c-ffca14578049,Unsafe Act,,Offshore Platform 1,,Valve,<div><p>Worker observed not wearing safety glasses at Offshore Platform 1.</p></div>,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Pressure,MEDIUM,reported to supervisor,,cleaned up,updated procedures,False
5cb4fb9e-65c7-4cab-b728-45cca62e6093,Unsafe Condition,,Unit B,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,MEDIUM,,supervisor intervened,replaced equipment,retrained staff,False
98e71239-615f-4d9b-9f1b-729ab05c813a,Unsafe Act,,Unit A,,Compressor,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,MEDIUM,reported to supervisor,,,retrained staff,
fd55c1ee-f536-43fc-a1cc-02100ddc5346,Unsafe Act,,Refinery Sector 4,,Valve,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Energy Isolation,LOW,reported to supervisor,,,,False
46f506bc-ba33-42b7-9129-428600d770e9,Unsafe Act,,Offshore Platform 1,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Working at Height,MEDIUM,,colleague intervened,cleaned up,,False
cb535297-97e2-474a-9af0-0eb8067fe23d,Unsafe Act,,Unit A,,Electrical Panel,<div><p>Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.</p></div>,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Electrical,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,,True
512b8017-7d7a-4006-b9f6-0112b1ad61d0,Unsafe Act,,Unit B,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,LOW,reported to supervisor,supervisor intervened,,updated procedures,
7bcb4341-a292-4a20-971d-ae8d67040430,Unsafe Act,,Unit A,,Electrical Panel,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,{},NO,Working at Height,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,updated procedures,
dfbdc758-5d7a-41cf-a19e-dac7bb916b56,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Pressure,LOW,stopped work,supervisor intervened,replaced equipment,updated procedures,False
7ccf399a-9702-4d37-9873-ac57a26df446,Unsafe Act,,Unit B,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Energy Isolation,LOW,stopped work,colleague intervened,cleaned up,,False
fd3c8546-6612-4cf0-8d01-880a9a158993,Unsafe Act,,Refinery Sector 4,,Pump,Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,{},NO,Manual Handling,MEDIUM,stopped work,colleague intervened,replaced equipment,,
1d5e1a86-038b-495c-856b-13b9a7762625,Unsafe Condition,,Offshore Platform 1,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Manual Handling,LOW,reported to supervisor,supervisor intervened,replaced equipment,updated procedures,False
c6a1cd96-2574-432f-90d6-5b49e7f32fa0,Unsafe Condition,,Unit A,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,MEDIUM,reported to supervisor,colleague intervened,cleaned up,updated procedures,
bdc0a981-47a8-4ae9-acd4-e37b854fb18e,Unsafe Act,,Unit B,,Heat Exchanger,Worker entered the confined space at Unit B without conducting a gas test. No standby person was present.,Worker entered the confined space at Unit B without conducting a gas test. No standby person was present.,{},YES,Energy Isolation,HIGH,,supervisor intervened,replaced equipment,retrained staff,
2378ab50-eaa3-451d-8076-6953569fc921,Unsafe Act,,Unit A,,Valve,,,{},NO,Electrical,LOW,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,
72acfea4-217c-4d09-a9a5-bfde0d2b9b28,Unsafe Condition,,Unit B,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,{},NO,Confined Space,LOW,stopped work,colleague intervened,replaced equipment,updated procedures,False
71d7a0d5-36c3-4b84-be39-fa74a551963a,Unsafe Condition,,Unit B,,Heat Exchanger,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Energy Isolation,LOW,stopped work,supervisor intervened,cleaned up,,
5961074b-8231-46c2-99d1-14c9b986c022,Unsafe Condition,,Unit A,,Valve,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Manual Handling,MEDIUM,stopped work,colleague intervened,cleaned up,retrained staff,False
0953d9c9-8bc6-4a30-9df9-a5664c5ee164,Unsafe Act,,Refinery Sector 4,,Compressor,Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,{},NO,Confined Space,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,updated procedures,
ab2fe9d6-5f32-41fa-9f37-b51b5ba6b547,Unsafe Condition,,Unit B,,Valve,<div><p>Worker observed not wearing safety glasses at Unit B.</p></div>,Worker observed not wearing safety glasses at Unit B.,{},NO,Confined Space,MEDIUM,stopped work,colleague intervened,,retrained staff,
513290e5-a9c4-4209-8d37-6ebf85cb7b52,Unsafe Condition,,Unit B,,Valve,<div><p>Worker observed not wearing safety glasses at Unit B.</p></div>,Worker observed not wearing safety glasses at Unit B.,{},NO,Confined Space,MEDIUM,stopped work,colleague intervened,,retrained staff,
9dfcccbc-1eb2-4ff3-95b5-809c45f919da,Near Miss,,Unit A,,Valve,"<div><p>During maintenance of the Valve at Unit A, the technician started work without isolating the equipment. The Valve was still energized.</p></div>","During maintenance of the Valve at Unit A, the technician started work without isolating the equipment. The Valve was still energized.",{},YES,Confined Space,HIGH,,supervisor intervened,cleaned up,updated procedures,False
85bb4a79-41d4-4428-8cf3-9b5121572940,Near Miss,,Unit A,,Valve,"<div><p>During maintenance of the Valve at Unit A, the technician started work without isolating the equipment. The Valve was still energized.</p></div>","During maintenance of the Valve at Unit A, the technician started work without isolating the equipment. The Valve was still energized.",{},YES,Confined Space,HIGH,,supervisor intervened,cleaned up,updated procedures,False
29185324-f48f-4bde-8325-5ef9d0c4d565,Unsafe Condition,,Unit A,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Working at Height,LOW,,,,retrained staff,
2b5783c6-d3b8-47a8-8f6d-510b51bfd058,Unsafe Condition,,Unit B,,Compressor,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Working at Height,LOW,,,cleaned up,,
624684f9-ee1d-4111-bc59-a99305b8ac0c,Near Miss,,Unit A,,Heat Exchanger,"During maintenance of the Heat Exchanger at Unit A, the technician started work without isolating the equipment. The Heat Exchanger was still energized.","During maintenance of the Heat Exchanger at Unit A, the technician started work without isolating the equipment. The Heat Exchanger was still energized.",{},YES,Energy Isolation,HIGH,,,cleaned up,,
80fe6ee7-4796-4bdc-bcab-f148c7417e35,Unsafe Condition,,Unit B,,Valve,Small oil spill near Valve at Unit B. Cleaned up promptly.,Small oil spill near Valve at Unit B. Cleaned up promptly.,{},NO,Working at Height,LOW,reported to supervisor,,cleaned up,,False
cf90d71b-4822-4d37-9b2d-479d489abdca,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,stopped work,supervisor intervened,,,
41471528-e8f0-4af0-8758-1c2e8603eab0,Unsafe Act,,Offshore Platform 1,,Electrical Panel,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Energy Isolation,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,updated procedures,True
508f3a39-67a2-4cd4-a683-8ebf0e854767,Unsafe Condition,,Refinery Sector 4,,Pump,<div><p>Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,LOW,stopped work,colleague intervened,cleaned up,,
f6cb1ea0-09ca-4074-b364-986d4a4bc19b,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,,,{},NO,Energy Isolation,MEDIUM,stopped work,supervisor intervened,replaced equipment,retrained staff,False
aee955d6-4d58-4528-a124-92bc10478686,Unsafe Condition,,Unit B,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,,,replaced equipment,updated procedures,
b0a646a6-1d50-4958-b8c4-4899613b0820,Unsafe Act,,Unit A,,Pump,Small oil spill near Pump at Unit A. Cleaned up promptly.,Small oil spill near Pump at Unit A. Cleaned up promptly.,{},NO,Pressure,LOW,stopped work,colleague intervened,cleaned up,retrained staff,True
2c50c936-16c2-44f7-94f2-6d7e5c8aa610,Unsafe Condition,,Offshore Platform 1,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,MEDIUM,reported to supervisor,colleague intervened,replaced equipment,retrained staff,True
9b8cedee-eb35-4a63-84a1-0b66e0ed320c,Unsafe Condition,,Offshore Platform 1,,Electrical Panel,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,{},NO,Pressure,MEDIUM,stopped work,supervisor intervened,cleaned up,,True
f97e59bc-f028-4212-9c1d-581216ceba07,Unsafe Act,,Refinery Sector 4,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Energy Isolation,LOW,,supervisor intervened,,,
c4218183-f6e4-4d1f-8e7b-64aa058dfc84,Unsafe Act,,Unit A,,Pump,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Manual Handling,MEDIUM,,colleague intervened,replaced equipment,updated procedures,False
17806eea-60db-4a67-a58e-321fe3d5aa25,Near Miss,,Refinery Sector 4,,Pump,"While working at Refinery Sector 4, worker was at height without fall protection. Serious risk of fatal fall.","While working at Refinery Sector 4, worker was at height without fall protection. Serious risk of fatal fall.",{},YES,Pressure,CRITICAL,,,,updated procedures,True
42b49be3-0c56-4832-b9fb-de964c59092a,Unsafe Act,,Offshore Platform 1,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,LOW,reported to supervisor,,cleaned up,,False
a66f13dc-d9bb-4749-af2f-d8f374a6a4a6,Unsafe Condition,,Offshore Platform 1,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Pressure,MEDIUM,,,,retrained staff,True
abe6004e-cf18-4bef-bbac-988a1862754f,Unsafe Act,,Unit B,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Manual Handling,MEDIUM,,supervisor intervened,cleaned up,retrained staff,False
4188a87c-9bbf-44d8-8bd4-ee44fc6c2254,Unsafe Condition,,Unit B,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,MEDIUM,,supervisor intervened,cleaned up,updated procedures,True
f99bbd9c-70c6-491e-ab62-768f56e0c7e3,Unsafe Condition,,Refinery Sector 4,,Valve,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Manual Handling,MEDIUM,,supervisor intervened,cleaned up,updated procedures,True
dd9b97a3-a93e-4a3d-81d2-8e752f56d14e,Unsafe Act,,Refinery Sector 4,,Pump,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Slips/Trips,MEDIUM,stopped work,,,,True
8b30ce59-6897-45a2-8c97-e9d59b708fd1,Unsafe Condition,,Unit B,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Pressure,LOW,,supervisor intervened,,,
8b4ba2ac-7c46-43a1-ac5c-8ec9bf15617e,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,MEDIUM,reported to supervisor,,replaced equipment,retrained staff,False
18444f39-1603-4a4f-bd01-3cc6250a0733,Unsafe Act,,Offshore Platform 1,,Pump,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Slips/Trips,MEDIUM,,supervisor intervened,replaced equipment,,False
f31d73b2-f8bc-46e1-810f-189f8dd13d01,Unsafe Act,,Unit B,,Compressor,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Slips/Trips,LOW,reported to supervisor,colleague intervened,replaced equipment,retrained staff,False
1d507992-321c-4c8a-9033-21e16cb4a627,Unsafe Condition,,Offshore Platform 1,,Valve,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,{},NO,Confined Space,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,updated procedures,True
7685275b-dc7a-4a69-96e0-761132978345,Unsafe Condition,,Unit A,,Pump,Small oil spill near Pump at Unit A. Cleaned up promptly.,Small oil spill near Pump at Unit A. Cleaned up promptly.,{},NO,Working at Height,LOW,stopped work,supervisor intervened,,retrained staff,False
d60ed1ca-9e09-4c34-9e9e-be671548add1,Unsafe Condition,,Unit A,,Heat Exchanger,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Working at Height,MEDIUM,,supervisor intervened,,retrained staff,True
7fea5a64-3659-4aad-b721-e651d613dfbc,Unsafe Act,,Unit B,,Pump,Small oil spill near Pump at Unit B. Cleaned up promptly.,Small oil spill near Pump at Unit B. Cleaned up promptly.,{},NO,Confined Space,MEDIUM,stopped work,,,,False
879695c1-000e-4bda-b9d8-d328b271d272,Unsafe Condition,,Unit B,,Electrical Panel,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Energy Isolation,LOW,reported to supervisor,,cleaned up,,True
d37ff4d2-4689-492e-9be9-ac959b6721fb,Unsafe Act,,Unit B,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Energy Isolation,LOW,reported to supervisor,supervisor intervened,cleaned up,updated procedures,
a5a43704-7f4d-419c-8be7-7cd6c35f9969,Unsafe Condition,,Offshore Platform 1,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,LOW,,colleague intervened,replaced equipment,retrained staff,True
13d02cb4-8c70-4c6f-8786-9178f490c683,Unsafe Act,,Offshore Platform 1,,Compressor,"During maintenance of the Compressor at Offshore Platform 1, the technician started work without isolating the equipment. The Compressor was still energized.","During maintenance of the Compressor at Offshore Platform 1, the technician started work without isolating the equipment. The Compressor was still energized.",{},YES,Energy Isolation,HIGH,stopped work,,,retrained staff,True
a78024a6-fc9b-4b9e-8675-93ea1a60e690,Unsafe Condition,,Unit B,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,{},NO,Working at Height,LOW,,colleague intervened,cleaned up,retrained staff,False
132cf628-c147-4c16-b494-f562add2bd4f,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,{},NO,Pressure,LOW,reported to supervisor,colleague intervened,replaced equipment,retrained staff,
e9140dfe-9eae-46a8-aaad-f3b4c54d6972,Unsafe Condition,,Unit A,,Valve,Small oil spill near Valve at Unit A. Cleaned up promptly.,Small oil spill near Valve at Unit A. Cleaned up promptly.,{},NO,Working at Height,LOW,stopped work,colleague intervened,cleaned up,updated procedures,True
9f159088-3fc3-48ac-9056-1c1631689e76,Near Miss,,Unit A,,Heat Exchanger,"During maintenance of the Heat Exchanger at Unit A, the technician started work without isolating the equipment. The Heat Exchanger was still energized.","During maintenance of the Heat Exchanger at Unit A, the technician started work without isolating the equipment. The Heat Exchanger was still energized.",{},YES,Energy Isolation,CRITICAL,,,replaced equipment,updated procedures,False
900fd93b-00f3-47f9-8009-d339acf73823,Unsafe Condition,,Offshore Platform 1,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Confined Space,LOW,,supervisor intervened,cleaned up,retrained staff,False
987df789-6277-4d1f-a0b6-85db50cf3d6a,Unsafe Act,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Pressure,MEDIUM,,,cleaned up,updated procedures,False
4292fb3a-37d9-481e-a1fa-45d66176322b,Unsafe Condition,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Confined Space,MEDIUM,stopped work,colleague intervened,,retrained staff,True
312c49cd-f370-4cac-b27a-a545a75b1998,Unsafe Act,,Unit B,,Compressor,Worker entered the confined space at Unit B without conducting a gas test. No standby person was present.,Worker entered the confined space at Unit B without conducting a gas test. No standby person was present.,{},YES,Working at Height,CRITICAL,stopped work,supervisor intervened,replaced equipment,updated procedures,True
c905a146-04c4-498a-b1a4-3ef325060f9b,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Electrical,MEDIUM,stopped work,colleague intervened,replaced equipment,retrained staff,True
a026d223-f5aa-4b0c-9343-503e363ef6fe,Unsafe Act,,Refinery Sector 4,,Pump,,,{},NO,Slips/Trips,LOW,reported to supervisor,colleague intervened,replaced equipment,updated procedures,False
b70b99ab-f3d6-4746-afd1-3e29d4024c5c,Unsafe Act,,Unit B,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Slips/Trips,LOW,reported to supervisor,,replaced equipment,updated procedures,False
48d39a1b-5594-4d0f-b57c-7d007c98206e,Unsafe Condition,,Unit B,,Compressor,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,{},NO,Manual Handling,MEDIUM,stopped work,supervisor intervened,,updated procedures,True
0c9463c2-124d-4244-8191-9e05783dbef3,Unsafe Condition,,Unit A,,Valve,<div><p>Trip hazard due to loose cables near Valve. Cables were immediately organized.</p></div>,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Confined Space,LOW,stopped work,colleague intervened,,updated procedures,False
